TIME,GEO,UNIT,INDX,COICOP,Value,Flag and Footnotes
2018M05,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,72",
2018M06,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,93",
2018M07,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,15",
2018M08,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,28",
2018M09,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,01",
2018M10,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,2",
2018M11,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,23",
2018M12,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,51",
2019M01,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,53",
2019M02,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,8",
2019M03,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,21",
2019M04,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,02",
2019M05,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,08",
2019M06,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,03",
2019M07,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,64",
2019M08,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,3",
2019M09,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,96",
2019M10,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,87",
2019M11,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,23",
2019M12,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,35",
2020M01,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,91",
2020M02,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,22",
2020M03,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,58",
2020M04,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,36",
2020M05,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,39",
2020M06,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,07",
2020M07,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,83",
2020M08,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,63",
2020M09,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,86",
2020M10,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,14",
2020M11,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,32",
2020M12,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,26",
2021M01,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,37",
2021M02,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,69",
2021M03,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,47",
2021M04,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,36",
2021M05,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,04",
2021M06,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,26",
2021M07,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,02",
2021M08,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,08",
2021M09,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,55",
2021M10,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,18",
2021M11,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,16",
2021M12,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,82",
2022M01,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,96",
2022M02,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,3",
2022M03,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,06",
2022M04,Greece,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,81",
2015M01,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,31",
2015M02,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,59",
2015M03,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,07",
2015M04,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"98,99",
2015M05,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,51",
2015M06,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,07",
2015M07,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,67",
2015M08,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,44",
2015M09,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,5",
2015M10,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,1",
2015M11,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,88",
2015M12,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,88",
2016M01,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,45",
2016M02,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,84",
2016M03,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,78",
2016M04,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,95",
2016M05,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,25",
2016M06,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,54",
2016M07,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,26",
2016M08,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,24",
2016M09,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,28",
2016M10,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,39",
2016M11,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,24",
2016M12,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,73",
2017M01,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,52",
2017M02,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,68",
2017M03,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,32",
2017M04,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,21",
2017M05,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,48",
2017M06,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,4",
2017M07,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,35",
2017M08,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,17",
2017M09,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,47",
2017M10,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,77",
2017M11,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,49",
2017M12,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,42",
2018M01,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,69",
2018M02,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,48",
2018M03,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,58",
2018M04,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,75",
2018M05,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,47",
2018M06,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,01",
2018M07,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,2",
2018M08,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,22",
2018M09,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,25",
2018M10,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,58",
2018M11,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,98",
2018M12,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,79",
2019M01,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,68",
2019M02,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,93",
2019M03,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,53",
2019M04,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,5",
2019M05,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,97",
2019M06,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,41",
2019M07,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,11",
2019M08,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,26",
2019M09,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"105,14",
2019M10,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,82",
2019M11,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,75",
2019M12,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,6",
2020M01,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"106,87",
2020M02,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,05",
2020M03,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,18",
2020M04,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,79",
2020M05,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,75",
2020M06,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,43",
2020M07,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,48",
2020M08,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,58",
2020M09,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,7",
2020M10,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,27",
2020M11,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,18",
2020M12,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"107,8",
2021M01,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,48",
2021M02,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,5",
2021M03,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,51",
2021M04,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"108,86",
2021M05,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,33",
2021M06,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,35",
2021M07,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,08",
2021M08,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,4",
2021M09,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"109,32",
2021M10,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"110,84",
2021M11,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"111,48",
2021M12,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"112,97",
2022M01,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"113,73",
2022M02,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"114,57",
2022M03,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"115,96",
2022M04,Spain,"Index, 2015=100",Harmonised index of consumer prices,Food,"120,12",
2015M01,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,46",
2015M02,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,69",
2015M03,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,96",
2015M04,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,95",
2015M05,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,51",
2015M06,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,21",
2015M07,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,55",
2015M08,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,42",
2015M09,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,09",
2015M10,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,7",
2015M11,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,41",
2015M12,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,05",
2016M01,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,9",
2016M02,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"99,86",
2016M03,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,45",
2016M04,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,43",
2016M05,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,68",
2016M06,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,87",
2016M07,France,"Index, 2015=100",Harmonised index of consumer prices,Food,101,
2016M08,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,17",
2016M09,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,56",
2016M10,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,49",
2016M11,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,67",
2016M12,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"100,85",
2017M01,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,38",
2017M02,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,7",
2017M03,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,31",
2017M04,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,21",
2017M05,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,07",
2017M06,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,7",
2017M07,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,75",
2017M08,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,81",
2017M09,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"101,74",
2017M10,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,26",
2017M11,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,34",
2017M12,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,37",
2018M01,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,73",
2018M02,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"102,56",
2018M03,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,01",
2018M04,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,05",
2018M05,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,13",
2018M06,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"103,91",
2018M07,France,"Index, 2015=100",Harmonised index of consumer prices,Food,104,
2018M08,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,23",
2018M09,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,92",
2018M10,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,68",
2018M11,France,"Index, 2015=100",Harmonised index of consumer prices,Food,"104,39",
